StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,Q2,Q3,Q4,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q93,Q13,Q14,Q15,Q15_6_TEXT,Q16,Q16_8_TEXT,Q18,Q17_1,Q19,Q20,Q94,Q21,Q95,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q54_8_TEXT,Q55,Q56,Q56_4_TEXT,Q57,Q57_9_TEXT,Q58
2024-05-29 21:33:51,2024-05-29 21:50:29,IP Address,100,997,True,2024-05-29 21:50:30,R_5PzBd9SbA62THMd,anonymous,EN,,,,,,,1992,Yes,35466,White,,No,Male,"$30,001-40,000",Some College/AA or AS (2-year degree),No,No,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,,Federal Government,,Daily,90,Yes,No,,Yes,Sometimes (25%-75%),"Bibb,Chilton,Dallas,Greene,Hale,Perry,Pickens,Tuscaloosa,Walker,Winston",Yes,True,False,False,True,False,I don't know,I don't know,True,Bites,Incinerate,Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Yes,"Friends/Family,State Wildlife Agency,Academic Publications,Social Media,Conferences",,Yes,"One day, in-person conference",,"Influenza,Leptospirosis,Raccoon roundworm,CWD,SarsCoV2",,
2024-05-30 03:44:11,2024-05-30 03:57:15,IP Address,100,784,True,2024-05-30 03:57:16,R_5CPVgdf1cSfcoYF,anonymous,EN,0.8999999761581421,,,,,,1989,Yes,36756,White,,No,Male,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,<1 year,Land/Wildlife Management,,Federal Government,,Daily,80,No,No,,Yes,Usually (>75%),"Bibb,Perry",No,True,I don't know,True,False,False,True,True,True,Bites,Incinerate,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,I have not looked for health information",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-30 09:59:18,2024-05-30 10:04:01,IP Address,100,282,True,2024-05-30 10:04:02,R_17UMLxYj6hrWFYO,anonymous,EN,0.8999999761581421,,,,,,2003,Yes,36832,White,,No,Female,"$0-20,000",High school graduate/GED,No,No,No,,Yes,<1 year,Research,,Academic/Research Institution,,Weekly,10,Yes,Yes,Alive - Not Sedated,Yes,Sometimes (25%-75%),Lee,No,True,I don't know,True,True,False,True,True,True,Bites,I don't know,Agree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-30 10:00:18,2024-05-30 10:05:14,IP Address,100,296,True,2024-05-30 10:05:15,R_6fixWsyJaJZbBLL,anonymous,EN,0.8999999761581421,,,,,,2004,Yes,36870,White,,No,Female,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,Yes,<1 year,Research,,Academic/Research Institution,,Weekly,20,No,No,,,,Lee,No,I don't know,False,False,True,False,I don't know,I don't know,True,Bites,Field dress and consumption,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications",,Yes,"One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Raccoon roundworm,CWD,SarsCoV2",,
2024-05-30 09:59:00,2024-05-30 10:05:37,IP Address,100,397,True,2024-05-30 10:05:38,R_1fqGHH0Qy6ixjP4,anonymous,EN,0.8999999761581421,,,,,,2002,Yes,36830,White,,No,Female,"$60,001-70,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,No,<1 year,Research,,Academic/Research Institution,,Weekly,70,Yes,Yes,Dead,No,,"Lee,Macon",No,I don't know,I don't know,True,True,False,I don't know,False,True,I don't know,Field dress and consumption,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Yes,"State Wildlife Agency,Conferences",,Yes,"One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,
2024-05-30 11:08:15,2024-05-30 11:22:15,IP Address,100,839,True,2024-05-30 11:22:16,R_5LeewLUlKLVSRUd,anonymous,EN,0.8999999761581421,,,,,,2003,Yes,36830,White,,No,Female,"$30,001-40,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Education,,Academic/Research Institution,,Never,0,No,No,,,,,No,True,I don't know,True,True,False,I don't know,True,True,Bites,I don't know,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Yes,"Friends/Family,State Wildlife Agency,News Sources",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Leptospirosis,CWD,One Health,Other",Management of disease,
2024-05-30 12:12:04,2024-05-30 12:18:04,IP Address,100,359,True,2024-05-30 12:18:05,R_60BJMdjafHR64LA,anonymous,EN,0.8999999761581421,,,,,,1973,Yes,36203,White,,No,Male,"$100,001+",High school graduate/GED,No,No,Yes,>10 years,No,<1 year,Other,,Other,,Rarely,20,No,No,,,,Calhoun,Yes,False,True,True,False,I don't know,False,False,True,I don't know,I don't know,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,No,I have not looked for health information,,No,"Year-long, once a month, virtual conference",,One Health,,
2024-05-30 12:42:03,2024-05-30 12:56:05,IP Address,100,842,True,2024-05-30 12:56:06,R_6h7cRKiDdzrTZSx,anonymous,EN,1,,,,,,2003,Yes,36830,White,,No,Male,"$0-20,000",High school graduate/GED,No,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,,Federal Government,,Weekly,70,No,No,,Yes,Always (100%),"Lee,Macon",Yes,True,False,False,True,False,True,I don't know,True,Bites,I don't know,Neutral,Strongly Agree,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD",,
2024-05-30 13:35:30,2024-05-30 13:51:47,IP Address,100,977,True,2024-05-30 13:51:48,R_7QntwAzxJkJW4Ie,anonymous,EN,0.8999999761581421,,,,,,2000,No,36832,White,,No,Female,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,<1 year,Land/Wildlife Management,,State/Provincial Government,,Weekly,30,No,No,,Yes,Sometimes (25%-75%),Lee,Yes,True,False,False,True,False,True,True,True,Bites,I don't know,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-30 16:15:30,2024-05-30 16:30:53,IP Address,100,923,True,2024-05-30 16:30:54,R_7000PSnJzvXdjzs,anonymous,EN,0.8999999761581421,,,,,,1975,Yes,36092,White,,I prefer not to answer,Female,"$90,001-100,000",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Land/Wildlife Management,,State/Provincial Government,,Monthly,20,Yes,Yes,Dead,No,,"Autauga,Barbour,Colbert,Lauderdale",Yes,True,False,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,No,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-30 17:44:13,2024-05-30 17:49:48,IP Address,100,335,True,2024-05-30 17:49:49,R_6aH16Y8Y9FNE2PL,anonymous,EN,0.8999999761581421,,,,,,2003,Yes,35950,White,,No,Male,"$0-20,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,,Federal Government,,Daily,30,No,No,,,,,No,True,I don't know,False,I don't know,False,I don't know,True,True,Bites,Field dress and consumption,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Yes,"State Wildlife Agency,Conferences",,Yes,"One day, virtual conference",,"Raccoon roundworm,SarsCoV2,One Health",,
2024-05-30 17:45:31,2024-05-30 17:55:21,IP Address,100,589,True,2024-05-30 17:55:22,R_15tt1PYLmeORFQy,anonymous,EN,0.8999999761581421,,,,,,1999,Yes,36830,White,,No,Female,"$0-20,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,Yes,<1 year,Research,,Academic/Research Institution,,Weekly,40,No,Yes,Alive - Not Sedated,Yes,Always (100%),"Lee,Macon,Montgomery,Tallapoosa",No,True,I don't know,True,True,False,I don't know,True,True,Bites,I don't know,Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Yes,"Academic Publications,Social Media,Conferences",,Yes,"One day, in-person conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,CWD,SarsCoV2,One Health",,
2024-05-31 11:09:11,2024-05-31 11:15:45,IP Address,100,393,True,2024-05-31 11:15:46,R_52mtKgHB43KGTNE,anonymous,EN,1,,,,,,1996,Yes,35772,White,,No,Male,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,5-10 years,Yes,1-5 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,70,Yes,Yes,Alive - Not Sedated,Yes,Usually (>75%),Jackson,Yes,True,False,False,True,False,I don't know,I don't know,True,Blood,Incinerate,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"Year-long, once a month, virtual conference",,"Rabies,Influenza",,
2024-05-31 16:37:12,2024-05-31 16:47:47,IP Address,100,634,True,2024-05-31 16:47:47,R_3NLfQynAGxl06eA,anonymous,EN,0.8999999761581421,,,,,,1993,Yes,35096,White,,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,,State/Provincial Government,,Monthly,60,Yes,Yes,Dead,Yes,Always (100%),"Calhoun,Chambers,Cherokee,Clay,Cleburne,Coosa,DeKalb,Etowah,Jackson,Marshall,Randolph,Saint Clair,Talladega,Tallapoosa",Yes,True,True,False,True,False,True,I don't know,True,Bites,Bury,Disagree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications",,Yes,"Year-long, once a month, virtual conference",,"Rabies,Influenza,Raccoon roundworm,Vector borne diseases",,
2024-05-31 14:52:42,2024-06-02 16:07:10,IP Address,100,177267,True,2024-06-02 16:07:11,R_6DGYoINSFOpMXv3,anonymous,EN,0.8999999761581421,,,,,,2003,Yes,36832,White,,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,<1 year,Other,Student,Other,Student,Weekly,60,No,No,,,,"Autauga,Elmore,Montgomery,Pike",Yes,True,True,False,True,False,True,True,I don't know,Bites,Bury,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,"Friends/Family,State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Vector borne diseases,CWD",,
2024-06-02 16:00:50,2024-06-02 16:07:22,IP Address,100,392,True,2024-06-02 16:07:22,R_5eeqoDzUjslQfe2,anonymous,EN,1,,,,,,2001,Yes,35749,White,,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,,Private Industry,,Daily,100,Yes,Yes,Dead,Yes,Always (100%),Madison,Yes,True,I don't know,False,True,False,True,True,False,Bites,Field dress and consumption,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,No,"State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference",,"Rabies,Influenza,CWD,SarsCoV2",,
2024-06-02 16:26:34,2024-06-02 16:34:12,IP Address,100,457,True,2024-06-02 16:34:13,R_6Kd2eg9ycKUGdlP,anonymous,EN,1,,,,,,2003,Yes,36201,White,,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,,Federal Government,,Rarely,70,No,No,,,,Calhoun,Yes,True,True,False,True,False,True,True,True,Bites,Ignore,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Yes,"Friends/Family,State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference",,One Health,,
2024-06-03 00:06:03,2024-06-03 00:10:30,IP Address,100,267,True,2024-06-03 00:10:31,R_5fqjXjWWQG99uaG,anonymous,EN,0.8999999761581421,,,,,,2002,Yes,36830,White,,No,Male,"$0-20,000",High school graduate/GED,No,No,No,,Yes,<1 year,Other,Student,Other,Studen,Rarely,0,No,No,,,,,Yes,True,False,False,True,True,True,True,True,Bites,I don't know,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,No,"State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases",,
2024-06-03 00:05:43,2024-06-03 00:42:17,IP Address,100,2194,True,2024-06-03 00:42:17,R_3URdG2MZB4r82Ep,anonymous,EN,1,,,,,,2001,Yes,36830,White,,No,Female,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,<1 year,Research,,Academic/Research Institution,,Weekly,90,Yes,Yes,Alive - Sedated,Yes,Usually (>75%),"Lee,Mobile",No,True,True,False,True,False,True,I don't know,True,Bites,I don't know,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,No,"State Wildlife Agency,Social Media,News Sources",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-06-03 06:16:24,2024-06-03 06:26:24,IP Address,100,600,True,2024-06-03 06:26:25,R_7S8gsXkFEDSVmTj,anonymous,EN,1,,,,,,1982,Yes,36832,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,No,<1 year,Education,,Professional Societies or Associations,,Weekly,50,No,No,,No,,Lee,Yes,True,False,False,True,False,True,I don't know,True,Bites,Incinerate,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Agree,Agree,Neutral,Yes,Other,"Extension ",Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Vector borne diseases,One Health",,
2024-06-03 11:05:38,2024-06-03 11:14:16,IP Address,100,517,True,2024-06-03 11:14:17,R_5t5p9bJnOzaHLbQ,anonymous,EN,1,,,,,,1970,Yes,36104,I prefer not to answer,,I prefer not to answer,I prefer not to answer,"$70,001-80,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,>20 years,Administration,,State/Provincial Government,,Rarely,10,No,No,,No,,,No,True,False,False,True,False,True,True,False,Bites,Ignore,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,No,Social Media,,Unsure,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other",fungus diseases,
2024-06-03 12:42:36,2024-06-03 12:52:12,IP Address,100,576,True,2024-06-03 12:52:13,R_7Gj0KgmTK7Um1ax,anonymous,EN,0.8999999761581421,,,,,,2004,Yes,36319,White,,No,Female,"$90,001-100,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,,Nonprofit/Conservation Organization,,Monthly,30,No,Yes,Dead,No,,,No,True,I don't know,True,True,False,I don't know,True,I don't know,Bites,Bury,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,"Academic Publications,News Sources,Other","School ",Yes,"Year-long, once a month, virtual conference",,"Rabies,Leptospirosis,Raccoon roundworm,CWD",,NA
2024-06-04 13:54:05,2024-06-04 14:04:34,IP Address,100,629,True,2024-06-04 14:04:35,R_52KmN0YBX1nwQtZ,anonymous,EN,0.800000011920929,,,,,,2002,Yes,36830,White,,No,Female,"$0-20,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Research,,Academic/Research Institution,,Monthly,50,No,No,,,,"Conecuh,Cullman,Lee,Madison,Washington",No,True,False,False,True,False,False,False,False,Bites,Field dress and consumption,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,CWD",,
2024-06-04 15:01:50,2024-06-04 15:10:43,IP Address,100,533,True,2024-06-04 15:10:44,R_7KpO52tojefh6mx,anonymous,EN,1,,,,,,1963,Yes,36345,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,,Federal Government,,Daily,100,Yes,No,,Yes,Usually (>75%),"Barbour,Coffee,Dale,Henry,Houston",Yes,True,False,False,True,False,True,I don't know,True,Bites,Incinerate,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference",,"Influenza,Vector borne diseases,CWD,SarsCoV2",,
2024-06-04 21:00:08,2024-06-04 21:11:52,IP Address,100,704,True,2024-06-04 21:11:53,R_5Ci9S96Mb1l4thv,anonymous,EN,0.8999999761581421,,,,,,1983,Yes,36830,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,,Federal Government,,Rarely,10,No,No,,Yes,Always (100%),Lauderdale,No,True,I don't know,False,True,False,True,I don't know,I don't know,Bites,I don't know,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Yes,I have not looked for health information,,Unsure,"One day, in-person conference",,"Rabies,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-06-07 09:42:14,2024-06-07 09:49:00,IP Address,100,406,True,2024-06-07 09:49:01,R_5rCHQbhZ2FJxAdA,anonymous,EN,0.8999999761581421,,,,,,2003,Yes,36832,White,,No,Female,"$0-20,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,,Federal Government,,Rarely,80,No,No,,,,,No,True,False,False,I don't know,False,I don't know,True,True,Bites,Field dress and consumption,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,No,"Friends/Family,State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-06-08 08:19:24,2024-06-08 08:25:51,IP Address,100,387,True,2024-06-08 08:25:52,R_17X3jWsXTL1iQbD,anonymous,EN,1,,,,,,1999,Yes,36830,White,,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Research,,Academic/Research Institution,,Rarely,30,No,No,,,,,No,True,I don't know,False,I don't know,False,I don't know,I don't know,I don't know,Blood,I don't know,Neutral,Agree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Yes,I have not looked for health information,,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,
2024-07-01 23:17:42,2024-07-01 23:29:41,IP Address,100,718,True,2024-07-01 23:29:41,R_6mwQZEGsVRD0Sep,anonymous,EN,1,,0,0,,,1970,Yes,36830,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Research,,Academic/Research Institution,,Monthly,10,No,No,,,,"Barbour,Lee",No,True,False,False,True,False,True,True,True,Bites,I don't know,Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,"One day, in-person conference",,Vector borne diseases,,
2024-07-30 18:12:27,2024-07-30 18:20:35,IP Address,100,488,True,2024-07-30 18:20:36,R_3M4ZS861ivg6v7G,anonymous,EN,1,,0,0,,,1966,Yes,36312,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Land/Wildlife Management,,Other,Retired State of Alabama,Monthly,70,Yes,Yes,Dead,No,,"Barbour,Bullock,Coffee,Covington,Geneva,Henry,Houston,Lee,Macon,Montgomery,Pike,Russell",No,True,False,False,True,False,True,I don't know,True,Bites,Incinerate,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Disagree,Disagree,Yes,Other,SCWDS,Yes,"Year-long, once a month, virtual conference",,"Influenza,Leptospirosis,Vector borne diseases,CWD",,
2024-05-15 10:36:16,2024-05-15 10:37:10,IP Address,23,53,False,2024-08-15 10:37:17,R_7B2wdeXphMLN98k,anonymous,EN,1,,,,,,1976,Yes,36804,White,,No,Male,"$70,001-80,000",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 11:57:43,2024-05-15 11:58:08,IP Address,2,25,False,2024-08-15 11:58:09,R_34iKXtVlnEnTcZo,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 12:01:49,2024-05-15 12:02:49,IP Address,2,59,False,2024-08-15 12:02:55,R_7Yc5xR7EqYApXBD,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 12:17:16,2024-05-15 12:17:47,IP Address,2,31,False,2024-08-15 12:17:48,R_50PdKbqf95EjSQH,anonymous,EN,0.800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 12:17:33,2024-05-15 12:18:14,IP Address,2,40,False,2024-08-15 12:18:19,R_2QRhUXeWnYamozk,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 12:25:33,2024-05-15 12:25:53,IP Address,2,20,False,2024-08-15 12:25:58,R_1B1IIOZMS1C0o9P,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 12:26:19,2024-05-15 12:33:01,IP Address,2,401,False,2024-08-15 12:33:05,R_7dmV9ebKjJQqBgP,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 12:39:55,2024-05-15 12:41:01,IP Address,23,65,False,2024-08-15 12:41:01,R_2VZt59u9crvEYIp,anonymous,EN,0.8999999761581421,,,,,,1985,Yes,35951,White,,No,Male,"$60,001-70,000",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 12:40:54,2024-05-15 12:41:55,IP Address,23,61,False,2024-08-15 12:41:56,R_1pKgHP0yigEv5kX,anonymous,EN,0.8999999761581421,,,,,,1972,Yes,36571,White,,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 12:41:58,2024-05-15 12:45:12,IP Address,43,194,False,2024-08-15 12:45:18,R_2skHS5KUXauPbeF,anonymous,EN,0.8999999761581421,,,,,,1973,Yes,35173,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,Yes,>10 years,No,<1 year,Education,,Private Industry,,Rarely,10,No,No,,,,"Chambers,Tallapoosa,Wilcox",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 13:06:02,2024-05-15 13:06:37,IP Address,2,34,False,2024-08-15 13:06:38,R_1nDcAhhaw9cWVES,anonymous,EN,0.800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
