sdate,stime,edate,etime,prog,duration,finished,emonth,id,qscore,dob,resident,zipcode,race,ethnicity,gender,income,education,degree,tws,course,coursetime,selftitle,biotime,activity,activit_yfill,oth_activity,affiliate,affiliat_efill,oth_affiliate,contact,field,collect,handle,state,ppe,ppetime,counties,license,pigs,bruce,cwd,flual,flu,covid,covidspill,rabiesal,rabies,turkey,cwdal,bats,ppereq,ehd,darwin,popred,popplan,survey,vaccine,preval,diverse,conseq,climate,edreq,info,handson,access,source,sourc_efill,oth_source,interest,freeinfo,freeinf_ofill,oth_freeinfo,topics,topic_sfill,oth_topics,qsncs,age,age_bin,race_bin,gender_bin,income_bin,education_bin,degree_bin,tws_bin,pigscorr,brucecorr,cwdcorr,flualcorr,flucorr,covidcorr,covidspillcorr,rabiesalcorr,rabiescorr,turkeycorr,pigscert,brucecert,cwdcert,flualcert,flucert,covidcert,covidspillcert,rabiesalcert,rabiescert,turkeycert,cwdal_num,bats_num,ppereq_num,ehd_num,darwin_num,popred_num,popplan_num,survey_num,vaccine_num,preval_num,diverse_num,conseq_num,climate_num,popred_rev,popplan_rev,darwin_rev,ehd_rev,cwdal_rev,bats_rev,ppereq_rev,survey_rev,vaccine_rev,preval_rev,diverse_rev,conseq_rev,climate_rev,cwdal_cat,bats_cat,ppereq_cat,ehd_cat,darwin_cat,popred_cat,popplan_cat,survey_cat,vaccine_cat,preval_cat,diverse_cat,conseq_cat,climate_cat,contact_bin,field_bin,collect_bin,state_bin,ppe_bin,practice_score,edreq_num,info_num,handson_num,interest_score
5/28/2024,9:25:00 AM,5/28/2024,9:40:00 AM,100,882,TRUE,5,R_6Gw6dnuRMm4QxWC,1,2004,Yes,36830,White,No,I prefer Not to answer,"$50,001-60,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Academic/Research Institution,Academic/Research Institution,,Weekly,90,No,No,,Yes,Sometimes (25%-75%),Lee,No,TRUE,FALSE,TRUE,TRUE,I don't know,I don't know,I don't know,I don't know,Bites,Incinerate,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,"Friends/Family,Academic Publications","Friends/Family,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,CWD,SarsCoV2","Rabies,CWD,SarsCoV2",,,20,0,1,NA,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,3,3,3,4,2,2,3,4,4,2,3,4,5,4,3,4,2,3,3,3,4,4,2,3,4,5,Neutral,Neutral,Neutral,Unfavorable,Favorable,Favorable,Neutral,Favorable,Favorable,Unfavorable,Neutral,Favorable,Favorable,1,1,0,NA,1,3,4,3,4,3.6666666666666665
5/21/2024,4:19:00 AM,5/21/2024,4:31:00 AM,100,736,TRUE,5,R_7q4eFMhWd7HhjJy,0.899999976,1975,Yes,36580,White,No,Male,"$70,001-80,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,10-20 years,Administration,Administration,,State/Provincial Government,State/Provincial Government,,Rarely,10,No,No,,Yes,Sometimes (25%-75%),"Baldwin,Mobile",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,I don't know,TRUE,TRUE,Bites,Incinerate,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,Year-long once a month virtual conference","One day in-person conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,49,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,2,4,1,1,3,3,5,4,4,4,2,5,3,3,5,5,1,2,4,5,4,4,4,2,5,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Neutral,Neutral,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,1,1,0,NA,1,3,5,4,2,3.6666666666666665
5/15/2024,10:33:00 AM,5/15/2024,10:54:00 AM,100,1255,TRUE,5,R_2mxBbIVl41Evegu,1,1999,Yes,36832,White,No,Male,"$0-20,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,50,Yes,Yes,Alive - Not Sedated,Yes,Usually (>75%),Russell,Yes,TRUE,FALSE,FALSE,I don't know,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Strongly Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,No,"Academic Publications,Conferences","Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Vector borne diseases,CWD,SarsCoV2,One Health","Vector borne diseases,CWD,SarsCoV2,One Health",,,25,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,3,4,2,2,3,2,5,3,4,4,4,4,3,4,4,4,1,3,4,5,3,4,4,4,4,Unfavorable,Neutral,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,1,4,4,3,2,3
5/28/2024,8:20:00 AM,5/28/2024,8:25:00 AM,100,270,TRUE,5,R_31r5JaaGXbNDlZL,NA,2001,Yes,36830,White,No,Female,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,10,No,Yes,Alive - Not Sedated,Yes,Usually (>75%),Lee,No,TRUE,I don't know,TRUE,TRUE,FALSE,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,No,State Wildlife Agency,State Wildlife Agency,,Yes,"One day virtual conference, Other","One day virtual conference, asynchroNous",Async course,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health, All",Any other present diseases,,23,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,3,3,2,3,1,1,3,5,2,4,5,2,5,5,3,5,3,3,3,2,5,2,4,5,2,5,Neutral,Neutral,Unfavorable,Neutral,Favorable,Favorable,Neutral,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,1,1,0,NA,1,3,5,3,2,3.3333333333333335
5/21/2024,7:13:00 AM,5/21/2024,7:35:00 AM,100,1271,TRUE,5,R_3OSVrRZ8iwEe1mS,1,1975,Yes,36420,White,No,Male,"$70,001-80,000",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Education,Education,,Private Industry,Private Industry,,Daily,50,Yes,Yes,Alive - Not Sedated,Yes,Usually (>75%),"Covington,Escambia,Hale,Jefferson,Tuscaloosa",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Place in a dumpster,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,No,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other",Diseases that affect wild turkeys,,49,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2,4,4,2,1,2,3,5,5,4,5,4,4,4,3,5,4,2,4,4,5,5,4,5,4,4,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,1,4,3,4,2,3
5/31/2024,11:09:00 AM,5/31/2024,11:15:00 AM,100,393,TRUE,5,R_52mtKgHB43KGTNE,1,1996,Yes,35772,White,No,Male,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,5-10 years,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,70,Yes,Yes,Alive - Not Sedated,Yes,Usually (>75%),Jackson,Yes,TRUE,FALSE,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Blood,Incinerate,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Influenza","Rabies,Influenza",,,28,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,2,4,4,2,2,3,4,4,3,4,4,4,3,3,2,4,4,2,4,4,4,3,4,4,4,3,Unfavorable,Favorable,Favorable,Favorable,Favorable,Neutral,Unfavorable,Favorable,Neutral,Favorable,Favorable,Favorable,Neutral,1,1,1,NA,1,4,5,4,4,4.333333333333333
5/28/2024,10:01:00 AM,5/28/2024,10:08:00 AM,100,424,TRUE,5,R_58SsHJ4nN41MPbz,1,2003,Yes,36830,White,No,Female,"$70,001-80,000",High school graduate/GED,No,No,Yes,<5 years,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,50,Yes,Yes,Alive - Not Sedated,Yes,Usually (>75%),"Chambers,Lee",Yes,TRUE,FALSE,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Yes,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Vector borne diseases,SarsCoV2","Rabies,Vector borne diseases,SarsCoV2",,,21,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,3,4,4,3,2,2,2,4,4,4,5,4,5,4,4,4,3,3,4,4,4,4,4,5,4,5,Neutral,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,1,4,4,3,3,3.3333333333333335
6/3/2024,12:05:00 PM,6/3/2024,12:42:00 PM,100,2194,TRUE,6,R_3URdG2MZB4r82Ep,1,2001,Yes,36830,White,No,Female,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,90,Yes,Yes,Alive - Sedated,Yes,Usually (>75%),"Lee,Mobile",No,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,I don't know,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,No,"State Wildlife Agency,Social Media,News Sources","State Wildlife Agency,Social Media,News Sources",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,23,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,4,2,1,2,2,2,4,2,4,4,3,4,4,4,4,5,1,4,2,4,2,4,4,3,4,Unfavorable,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Neutral,Favorable,1,1,1,NA,1,4,5,4,2,3.6666666666666665
5/15/2024,12:13:00 PM,5/15/2024,12:18:00 PM,100,294,TRUE,5,R_8MS5loCaud04BnU,0.899999976,1998,Yes,36830,White,Yes,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,40,Yes,Yes,Alive - Sedated,Yes,Usually (>75%),"Baldwin,Tallapoosa",No,TRUE,FALSE,FALSE,I don't know,FALSE,TRUE,I don't know,I don't know,Bites,Field dress and consumption,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,,26,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,5,5,4,2,1,4,3,5,5,5,5,4,5,2,3,5,4,5,5,4,5,5,5,5,4,5,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,1,4,5,4,3,4
5/23/2024,3:46:00 AM,5/23/2024,4:09:00 AM,100,1355,TRUE,5,R_1Sjg1eP9aUqyzMg,0.5,1980,Yes,36317,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,40,Yes,Yes,Dead,Yes,Usually (>75%),"Barbour,Coffee,Dale,Geneva,Henry,Houston",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Strongly Disagree,Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,Yes,Academic Publications,Academic Publications,,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,Other,Other,lymphoproliferative disease,,44,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,4,4,2,3,2,5,5,4,5,4,4,2,4,1,3,4,1,4,4,5,4,5,4,4,2,Unfavorable,Favorable,Favorable,Favorable,Neutral,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,1,1,1,NA,1,4,5,3,4,4
5/16/2024,12:01:00 PM,5/16/2024,12:09:00 PM,100,482,TRUE,5,R_3z5OikvnS39nRG9,1,1999,Yes,36830,White,No,Female,"$100,001+",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,50,Yes,Yes,Dead,Yes,Usually (>75%),"Lee,Mobile",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,I don't know,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,25,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2,3,5,1,1,5,4,5,4,4,5,4,5,1,2,5,5,2,3,5,5,4,4,5,4,5,Unfavorable,Neutral,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,1,4,5,4,3,4
5/21/2024,1:16:00 AM,5/21/2024,1:21:00 AM,100,345,TRUE,5,R_5b44fjqG5b3pc1T,0.899999976,1997,Yes,35205,White,No,Female,"$0-20,000",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,40,Yes,Yes,Dead,Yes,Usually (>75%),Macon,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,I don't know,TRUE,Bites,Incinerate,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,No,"Academic Publications,Social Media,News Sources,Conferences","Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,CWD,SarsCoV2",,,27,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,3,3,4,2,1,4,3,5,5,4,4,3,5,2,3,5,4,3,3,4,5,5,4,4,3,5,Neutral,Neutral,Favorable,Favorable,Favorable,Unfavorable,Neutral,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,1,1,1,NA,1,4,5,2,2,3
5/28/2024,8:11:00 AM,5/28/2024,8:48:00 AM,100,2234,TRUE,5,R_6Q5ZWB9e4LDrhHQ,1,1987,Yes,36832,White,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Consulting,Consulting,,State/Provincial Government,State/Provincial Government,,Weekly,50,Yes,Yes,Dead,Yes,Usually (>75%),"Autauga,Barbour,Bullock,Chambers,Clay,Coosa,Dallas,Elmore,Lee,Macon,Montgomery,Pike,Randolph,Russell,Tallapoosa",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,No,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases","Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases",,,37,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2,4,4,2,2,2,3,4,3,4,4,3,2,4,3,4,4,2,4,4,4,3,4,4,3,2,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Neutral,Favorable,Favorable,Neutral,Unfavorable,1,1,1,NA,1,4,4,3,4,3.6666666666666665
5/19/2024,8:10:00 AM,5/19/2024,8:22:00 AM,100,764,TRUE,5,R_7MceahzsVWwx0l8,0.899999976,1967,Yes,35476,White,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,Yes,5-10 years,Yes,>20 years,Consulting,Consulting,,Other,Private Industry,Consultant,Weekly,50,Yes,Yes,Dead,Yes,Usually (>75%),"Bibb,Colbert,Dallas,Fayette,Greene,Hale,Lauderdale,Marengo,Pickens,Sumter,Tuscaloosa,Walker",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Place in a dumpster,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,No,Academic Publications,Academic Publications,,Yes,One day in-person conference,One day in-person conference,,"Leptospirosis,Vector borne diseases,CWD","Leptospirosis,Vector borne diseases,CWD",,"Need to proofread your next survey.  Chocwtaw, Green, Sumpter?",57,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,4,1,1,4,1,5,3,4,3,1,1,2,5,5,5,1,1,4,5,3,4,3,1,1,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Neutral,Favorable,Neutral,Unfavorable,Unfavorable,1,1,1,NA,1,4,5,4,4,4.333333333333333
5/16/2024,9:17:00 AM,5/16/2024,9:20:00 AM,68,171,FALSE,8,R_5kFvwYcgSxHuNHP,0.899999976,1990,Yes,35950,White,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Daily,70,No,No,,Yes,Usually (>75%),Jackson,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Bites,Field dress and consumption,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,34,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,2,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,2,NA,NA,NA,NA,NA,NA,Unfavorable,Favorable,Unfavorable,Favorable,Favorable,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,3,NA,NA,NA,NA
5/22/2024,9:38:00 AM,5/22/2024,9:45:00 AM,100,420,TRUE,5,R_116DfQmDDJ3kHV1,0.5,1991,Yes,35811,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Rarely,70,No,No,,Yes,Usually (>75%),"Limestone,Madison,Morgan",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,I don't know,I don't know,Field dress and consumption,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,No,State Wildlife Agency,State Wildlife Agency,,Unsure,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,33,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,2,4,3,2,3,2,3,3,4,3,5,4,1,4,3,3,4,2,4,3,3,4,3,5,4,1,Unfavorable,Favorable,Neutral,Favorable,Neutral,Favorable,Neutral,Neutral,Favorable,Neutral,Favorable,Favorable,Unfavorable,1,1,0,NA,1,3,4,2,2,2.6666666666666665
5/25/2024,11:02:00 AM,5/25/2024,11:13:00 AM,100,658,TRUE,5,R_1J6oLEDqsfiOIWl,NA,1987,Yes,35810,Black or African American,No,Female,"$50,001-60,000",Graduate or Professional School,Yes,No,No,,No,10-20 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,50,No,No,,Yes,Usually (>75%),"Jackson,Madison",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,I don't know,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,Other,Other,Wide scope of diseases with a focus on more immediate threats like those carried in wild pigs,,37,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2,2,4,3,1,2,3,5,4,4,4,3,4,4,3,5,3,2,2,4,5,4,4,4,3,4,Unfavorable,Unfavorable,Favorable,Neutral,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,1,1,0,NA,1,3,4,4,3,3.6666666666666665
5/21/2024,10:58:00 AM,5/21/2024,11:25:00 AM,100,1673,TRUE,5,R_1kdr4jLs8RtTxKM,1,1964,Yes,36360,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Other,Administration,Admin fieldwork dealing with public,State/Provincial Government,State/Provincial Government,,Weekly,40,Yes,No,,Yes,Usually (>75%),"Barbour,Bullock,Coffee,Covington,Crenshaw,Dale,Elmore,Geneva,Henry,Houston,Lee,Macon,Montgomery,Pike,Russell",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,State Wildlife Agency,State Wildlife Agency,,Yes,One day in-person conference,One day in-person conference,,Other,All,All,,60,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,4,1,2,3,3,4,2,3,3,3,1,3,3,4,5,1,2,4,4,2,3,3,3,1,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Neutral,Neutral,Favorable,Unfavorable,Neutral,Neutral,Neutral,Unfavorable,1,1,1,NA,1,4,5,4,3,4
5/28/2024,7:54:00 AM,5/28/2024,11:11:00 AM,100,11804,TRUE,5,R_1SkwRCLX6wCGt7y,0.899999976,1989,Yes,36420,White,No,Male,"$60,001-70,000",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Monthly,40,No,No,,Yes,Usually (>75%),"Covington,Escambia",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Ignore,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,News Sources,Conferences","State Wildlife Agency,News Sources,Conferences",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,35,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,2,5,2,2,3,3,5,4,4,5,3,4,3,3,4,4,1,2,5,5,4,4,5,3,4,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Neutral,Neutral,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,1,1,0,NA,1,3,5,4,3,4
