START,END,PROG,DURATION,FINISHED,RECORDED,ID,QSCORE,DOB,RESIDENT,ZIPCODE,RACE,ETHNICITY,GENDER,INCOME,EDUCATION,DEGREE,TWS,COURSE,COURSETIME,SELFTITLE,BIOTIME,ACTIVITY,ACTIVITYfill,othACTIVITY,AFFILIATE,AFFILIATEfill,othAFFILIATE,CONTACT,FIELD,COLLECT,HANDLE,STATE,PPE,PPETIME,COUNTIES,LICENSE,PIGS,BRUCE,CWD,FLUAL,FLU,COVID,COVIDSPILL,RABIESAL,RABIES,TURKEY,CWDAL,BATS,PPEREQ,EHD,DARWIN,POPRED,POPPLAN,SURVEY,VACCINE,PREVAL,DIVERSE,CONSEQ,CLIMATE,EDREQ,INFO,HANDSON,ACCESS,SOURCE,SOURCEfill,othSOURCE,INTEREST,FREEINFO,FREEINFOfill,othFREEINFO,TOPICS,TOPICSfill,othTOPICS,QSNCS
5/21/2024 10:47,5/21/2024 11:00,100,758,True,5/21/2024 11:00,R_6NPou7JBRT4b0Td,0.899999976,1992,Yes,36874,White,No,Female,"$60,001-70,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,60,Yes,No,,Yes,Always (100%),"Barbour,Elmore,Lee,Russell",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Disagree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,"Friends/Family,State Wildlife Agency,Academic Publications","Friends/Family,State Wildlife Agency,Academic Publications",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/21/2024 10:31,5/21/2024 10:36,100,323,True,5/21/2024 10:36,R_6NVOAbb1f3peHDh,0.699999988,1995,Yes,35071,White,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,20,Yes,Yes,Alive - Not Sedated,No,,Mobile,Yes,True,I don't know,I don't know,True,False,True,False,I don't know,Bites,I don't know,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,No,"State Wildlife Agency,I have not looked for health information","State Wildlife Agency,I have not looked for health information",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Raccoon roundworm,CWD,SarsCoV2","Raccoon roundworm,CWD,SarsCoV2",,
5/28/2024 11:00,5/28/2024 11:13,100,794,True,5/28/2024 11:13,R_6pFJzSCHqDBWYeP,0.699999988,1966,Yes,35674,White,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Other,Other,,State/Provincial Government,State/Provincial Government,,Monthly,80,Yes,No,,Yes,Usually (>75%),"Colbert,Franklin,Lauderdale",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Leptospirosis,Vector borne diseases,CWD","Rabies,Leptospirosis,Vector borne diseases,CWD",,
5/28/2024 8:11,5/28/2024 8:48,100,2234,True,5/28/2024 8:48,R_6Q5ZWB9e4LDrhHQ,1,1987,Yes,36832,White,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Consulting,Consulting,,State/Provincial Government,State/Provincial Government,,Weekly,50,Yes,Yes,Dead,Yes,Usually (>75%),"Autauga,Barbour,Bullock,Chambers,Clay,Coosa,Dallas,Elmore,Lee,Macon,Montgomery,Pike,Randolph,Russell,Tallapoosa",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,No,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases","Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases",,
5/28/2024 6:56,5/28/2024 7:26,100,1836,True,5/28/2024 7:26,R_6rN0uUoOCYoWkhp,0.800000012,1958,Yes,36567,White,No,Male,"$30,001-40,000",High school graduate/GED,No,No,No,,No,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,90,No,No,,Yes,Always (100%),"Baldwin,Escambia,Mobile,Monroe,Washington",Yes,True,False,False,True,I don't know,False,False,True,Bites,Incinerate,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Yes,"State Wildlife Agency,News Sources","State Wildlife Agency,News Sources",,Yes,One day in-person conference,One day in-person conference,,Other,Other,,being observant is a key factor 
5/30/2024 16:15,5/30/2024 16:30,100,923,True,5/30/2024 16:30,R_7000PSnJzvXdjzs,0.899999976,1975,Yes,36092,White,I prefer not to answer,Female,"$90,001-100,000",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,20,Yes,Yes,Dead,No,,"Autauga,Barbour,Colbert,Lauderdale",Yes,True,False,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,No,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/24/2024 7:48,5/24/2024 7:59,100,651,True,5/24/2024 7:59,R_72C5VfcbQdEmLp7,1,1994,Yes,36330,White,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,60,Yes,Yes,Dead,Yes,Always (100%),"Coffee,Covington,Geneva",Yes,True,False,False,True,False,False,False,True,Bites,Incinerate,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Influenza,CWD","Rabies,Influenza,CWD",,
5/21/2024 14:07,5/21/2024 14:16,100,536,True,5/21/2024 14:16,R_74l1hIqg2EJQCSl,0.899999976,1993,Yes,35216,White,Yes,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Monthly,70,Yes,Yes,Alive - Not Sedated,Yes,Always (100%),"Baldwin,Jackson,Winston",Yes,True,False,False,True,False,True,True,True,Bites,Place in a dumpster,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Neutral,No,"State Wildlife Agency,Social Media,News Sources,Conferences","State Wildlife Agency,Social Media,News Sources,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD",,
5/17/2024 8:35,5/17/2024 8:53,100,1124,True,5/17/2024 8:53,R_75qNfeFvrm9B1PX,0.899999976,1991,Yes,36526,White,No,Female,"$100,001+",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Weekly,30,No,No,,Yes,Always (100%),"Baldwin,Bibb,Choctaw,Cullman,Franklin,Lawrence,Mobile,Washington",No,True,False,False,True,False,True,True,True,Bites,Incinerate,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,State Wildlife Agency,State Wildlife Agency,,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/15/2024 11:41,5/15/2024 11:49,100,494,True,5/15/2024 11:49,R_796lIRK8ECFLHXP,0.899999976,1990,Yes,36874,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Weekly,20,Yes,Yes,Dead,Yes,Always (100%),"Baldwin,Barbour,Bullock,Chambers,Cullman,Dale,Jefferson,Lee,Macon,Mobile,Montgomery,Russell,Tallapoosa",Yes,True,False,False,True,False,True,False,True,Bites,Incinerate,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences,Other","State Wildlife Agency,Academic Publications,Conferences,Other",Professional Connections,Yes,One day in-person conference,One day in-person conference,,"CWD,SarsCoV2,One Health","CWD,SarsCoV2,One Health",,
5/22/2024 14:07,5/22/2024 14:17,100,579,True,5/22/2024 14:17,R_7DNTJuLmczsOduV,0.5,1988,Yes,36360,White,No,Male,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,70,Yes,Yes,Dead,Yes,Always (100%),"Barbour,Bullock,Butler,Coffee,Covington,Dale,Elmore,Geneva,Henry,Houston,Lee,Lowndes,Macon,Marengo,Mobile,Monroe,Montgomery,Pike,Russell",Yes,True,True,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,One day in-person conference,One day in-person conference,,Other,Other,ASF,
5/21/2024 12:25,5/21/2024 12:39,100,861,True,5/21/2024 12:39,R_7eLAAMjlKpkcAX9,0.699999988,1976,Yes,35572,White,No,Female,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Monthly,40,No,No,,Yes,Always (100%),"Lawrence,Winston",No,True,False,False,True,False,True,True,True,Bites,Bury,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,No,Other,Other,Federal and SCWDS,Yes,"One day in-person conference,One day virtual conference, Other","One day in-person conference,One day virtual conference, quarterly virtual",Quarterly virtual,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,Other","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,Other",Emerging and Herp Diseases,
5/20/2024 16:19,5/20/2024 16:27,100,466,True,5/20/2024 16:27,R_7eQKegJEVacn6EB,0.899999976,1968,Yes,36526,I prefer not to answer,I prefer not to answer,I prefer not to answer,"$100,001+",Graduate or Professional School,Yes,Yes,No,,Yes,>20 years,Administration,Administration,,Federal Government,Federal Government,,Rarely,10,No,No,,,,"Baldwin,Mobile",Yes,True,False,False,True,False,I don't know,False,True,Bites,I don't know,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Strongly Disagree,No,"State Wildlife Agency,Academic Publications,News Sources,Conferences,I have not looked for health information","State Wildlife Agency,Academic Publications,News Sources,Conferences,I have not looked for health information",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,
5/21/2024 7:02,5/21/2024 7:13,100,707,True,5/21/2024 7:14,R_7eRrAopdWys4g9n,0.899999976,1991,Yes,35616,White,Yes,Female,"$60,001-70,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,30,Yes,No,,Yes,Always (100%),"Colbert,Lauderdale",Yes,True,False,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,CWD","Rabies,Influenza,CWD",,
5/24/2024 6:54,5/24/2024 7:04,100,605,True,5/24/2024 7:04,R_7fvOHU9YoykLuFw,0.699999988,1965,Yes,36752,White,No,Male,"$0-20,000",High school graduate/GED,No,No,No,,No,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Daily,90,No,No,,Yes,Always (100%),Lowndes,Yes,I don't know,True,False,True,False,I don't know,I don't know,True,Bites,Ignore,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,No,State Wildlife Agency,State Wildlife Agency,,Unsure,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
6/3/2024 12:42,6/3/2024 12:52,100,576,True,6/3/2024 12:52,R_7Gj0KgmTK7Um1ax,0.899999976,2004,Yes,36319,White,No,Female,"$90,001-100,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Monthly,30,No,Yes,Dead,No,,,No,True,I don't know,True,True,False,I don't know,True,I don't know,Bites,Bury,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,"Academic Publications,News Sources,Other","Academic Publications,News Sources,Other",School ,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Leptospirosis,Raccoon roundworm,CWD","Rabies,Leptospirosis,Raccoon roundworm,CWD",,NA
5/21/2024 0:05,5/21/2024 13:34,100,48502,True,5/21/2024 13:34,R_7gYt1tKKjLsOHHG,0.899999976,1996,Yes,35963,White,No,Female,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Monthly,30,No,No,,,,"Blount,Clay,Cullman,DeKalb,Etowah,Jackson,Jefferson,Madison,Marshall,Morgan,Randolph,Saint Clair",No,True,I don't know,False,True,False,I don't know,I don't know,True,Bites,I don't know,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Yes,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health","Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/20/2024 8:04,5/20/2024 8:16,100,662,True,5/20/2024 8:16,R_7iGFxFyKMKXdE5z,1,1973,Yes,35474,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Hale,Pickens,Tuscaloosa",Yes,True,True,False,True,False,True,I don't know,True,Bites,I don't know,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Yes,"Academic Publications,Conferences","Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,
5/15/2024 11:25,5/15/2024 15:54,100,16187,True,5/15/2024 15:54,R_7JLqT2RlBR4FhS9,1,1967,Yes,36532,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Administration,Administration,,Federal Government,Federal Government,,Daily,20,Yes,No,,Yes,Usually (>75%),"Baldwin,Bibb,Cleburne,Conecuh,Escambia,Jackson,Lauderdale,Limestone",Yes,True,I don't know,True,True,I don't know,I don't know,True,True,Bites,Bury,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,No,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/21/2024 8:20,5/21/2024 8:28,100,492,True,5/21/2024 8:28,R_7jTc2I9y8QiQuVX,0.899999976,1997,Yes,36526,White,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Monthly,70,No,No,,Yes,Usually (>75%),"Conecuh,Covington,Monroe",No,True,False,True,True,False,True,True,True,Bites,Bury,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Leptospirosis,Vector borne diseases,CWD,One Health","Rabies,Leptospirosis,Vector borne diseases,CWD,One Health",,
5/21/2024 10:51,5/21/2024 11:21,100,1767,True,5/21/2024 11:21,R_7kOoZ6NeP5yYdFo,0.699999988,1973,Yes,36251,White,No,Male,"$60,001-70,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,40,Yes,Yes,Dead,Yes,Always (100%),"Calhoun,Clay,Coosa,Randolph,Saint Clair,Talladega",Yes,True,False,False,True,False,True,I don't know,True,Bites,Bury,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference",,Other,Other,Lymphoproliferative disease,
6/4/2024 15:01,6/4/2024 15:10,100,533,True,6/4/2024 15:10,R_7KpO52tojefh6mx,1,1963,Yes,36345,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Daily,100,Yes,No,,Yes,Usually (>75%),"Barbour,Coffee,Dale,Henry,Houston",Yes,True,False,False,True,False,True,I don't know,True,Bites,Incinerate,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Influenza,Vector borne diseases,CWD,SarsCoV2","Influenza,Vector borne diseases,CWD,SarsCoV2",,
5/15/2024 12:57,5/16/2024 12:55,100,86298,True,5/16/2024 12:55,R_7LONTWAVRb3079Y,1,1999,Yes,36830,Other,Yes,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,50,Yes,No,,Yes,Usually (>75%),"Bullock,Dale,Geneva,Henry,Lee,Russell",Yes,True,False,False,I don't know,False,True,False,False,Bites,I don't know,Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/23/2024 11:35,5/23/2024 11:45,100,599,True,5/23/2024 11:45,R_7mA9FnbkpuWksaB,0.800000012,1995,Yes,35768,White,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,80,Yes,Yes,Dead,Yes,Always (100%),"Calhoun,Cherokee,Jackson",Yes,True,False,False,True,False,True,I don't know,True,Bites,Place in a dumpster,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Vector borne diseases,CWD","Rabies,Vector borne diseases,CWD",,
5/19/2024 20:10,5/19/2024 20:22,100,764,True,5/19/2024 20:22,R_7MceahzsVWwx0l8,0.899999976,1967,Yes,35476,White,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,Yes,5-10 years,Yes,>20 years,Consulting,Consulting,,Other,Private Industry,Consultant,Weekly,50,Yes,Yes,Dead,Yes,Usually (>75%),"Bibb,Colbert,Dallas,Fayette,Greene,Hale,Lauderdale,Marengo,Pickens,Sumter,Tuscaloosa,Walker",Yes,True,False,False,True,False,True,True,True,Bites,Place in a dumpster,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,No,Academic Publications,Academic Publications,,Yes,One day in-person conference,One day in-person conference,,"Leptospirosis,Vector borne diseases,CWD","Leptospirosis,Vector borne diseases,CWD",,"Need to proofread your next survey.  Chocwtaw, Green, Sumpter?"
5/23/2024 8:35,5/23/2024 8:54,100,1111,True,5/23/2024 8:54,R_7nTdFn8U8QdBsZz,0.800000012,1993,Yes,35405,White,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,20,No,No,,No,,"Bibb,Chilton,Dallas,DeKalb,Fayette,Greene,Jackson,Jefferson,Lauderdale,Limestone,Madison,Marengo,Marion,Perry,Saint Clair,Shelby,Talladega,Tuscaloosa",No,True,I don't know,False,True,True,I don't know,I don't know,True,Bites,I don't know,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,No,Academic Publications,Academic Publications,,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2",,
5/21/2024 16:19,5/21/2024 16:31,100,736,True,5/21/2024 16:31,R_7q4eFMhWd7HhjJy,0.899999976,1975,Yes,36580,White,No,Male,"$70,001-80,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,10-20 years,Administration,Administration,,State/Provincial Government,State/Provincial Government,,Rarely,10,No,No,,Yes,Sometimes (25%-75%),"Baldwin,Mobile",Yes,True,False,False,True,False,I don't know,True,True,Bites,Incinerate,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,Year-long once a month virtual conference","One day in-person conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/17/2024 7:06,5/17/2024 7:14,100,482,True,5/17/2024 7:14,R_7QrdwJcIgsVbD38,0.699999988,1998,Yes,36832,White,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,50,Yes,Yes,Dead,Yes,Always (100%),"Hale,Lee",Yes,True,False,False,True,False,True,True,I don't know,Bites,Incinerate,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,No,"Academic Publications,Conferences","Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD",,
